"","Iteration","Chain","Parameter","value"
"21121",1121,1,"beta",-0.530630961617085
"21122",1122,1,"beta",-0.530630961617085
"21123",1123,1,"beta",-0.530630961617085
"21124",1124,1,"beta",-0.530630961617085
"21125",1125,1,"beta",-0.762858397280355
"21126",1126,1,"beta",-0.762858397280355
"21127",1127,1,"beta",-0.762858397280355
"21128",1128,1,"beta",0.262884118224457
"21129",1129,1,"beta",0.262884118224457
"21130",1130,1,"beta",-0.868502622673183
"21131",1131,1,"beta",-0.868502622673183
"21132",1132,1,"beta",-0.868502622673183
"21133",1133,1,"beta",-0.868502622673183
"21134",1134,1,"beta",-0.868502622673183
"21135",1135,1,"beta",-0.868502622673183
"21136",1136,1,"beta",-0.868502622673183
"21137",1137,1,"beta",-0.868502622673183
"21138",1138,1,"beta",-0.994751806409505
"21139",1139,1,"beta",-0.3039212978241
"21140",1140,1,"beta",-0.3039212978241
"21141",1141,1,"beta",-0.3039212978241
"21142",1142,1,"beta",-0.3039212978241
"21143",1143,1,"beta",-0.3039212978241
"21144",1144,1,"beta",-0.3039212978241
"21145",1145,1,"beta",-0.3039212978241
"21146",1146,1,"beta",-0.3039212978241
"21147",1147,1,"beta",-0.3039212978241
"21148",1148,1,"beta",-0.925861621691055
"21149",1149,1,"beta",0.698794109740987
"21150",1150,1,"beta",0.995788545333086
"21151",1151,1,"beta",-0.613964563099555
"21152",1152,1,"beta",0.189317584335287
"21153",1153,1,"beta",0.189317584335287
"21154",1154,1,"beta",0.189317584335287
"21155",1155,1,"beta",0.189317584335287
"21156",1156,1,"beta",0.189317584335287
"21157",1157,1,"beta",0.189317584335287
"21158",1158,1,"beta",0.189317584335287
"21159",1159,1,"beta",0.189317584335287
"21160",1160,1,"beta",0.189317584335287
"21161",1161,1,"beta",0.626786793641626
"21162",1162,1,"beta",0.626786793641626
"21163",1163,1,"beta",0.626786793641626
"21164",1164,1,"beta",-0.864943888903284
"21165",1165,1,"beta",-0.864943888903284
"21166",1166,1,"beta",-0.721916555411844
"21167",1167,1,"beta",-0.721916555411844
"21168",1168,1,"beta",-0.721916555411844
"21169",1169,1,"beta",-0.721916555411844
"21170",1170,1,"beta",-0.721916555411844
"21171",1171,1,"beta",-0.721916555411844
"21172",1172,1,"beta",-0.721916555411844
"21173",1173,1,"beta",-0.721916555411844
"21174",1174,1,"beta",-0.721916555411844
"21175",1175,1,"beta",-0.721916555411844
"21176",1176,1,"beta",0.932339481401469
"21177",1177,1,"beta",0.932339481401469
"21178",1178,1,"beta",-0.080878272411399
"21179",1179,1,"beta",-0.080878272411399
"21180",1180,1,"beta",-0.080878272411399
"21181",1181,1,"beta",0.935782833614472
"21182",1182,1,"beta",0.935782833614472
"21183",1183,1,"beta",0.935782833614472
"21184",1184,1,"beta",0.358152343017041
"21185",1185,1,"beta",-0.446197745769716
"21186",1186,1,"beta",-0.446197745769716
"21187",1187,1,"beta",-0.446197745769716
"21188",1188,1,"beta",-0.446197745769716
"21189",1189,1,"beta",-0.344420547693006
"21190",1190,1,"beta",-0.344420547693006
"21191",1191,1,"beta",-0.344420547693006
"21192",1192,1,"beta",-0.344420547693006
"21193",1193,1,"beta",-0.344420547693006
"21194",1194,1,"beta",-0.344420547693006
"21195",1195,1,"beta",-0.344420547693006
"21196",1196,1,"beta",-0.921635791569758
"21197",1197,1,"beta",-0.921635791569758
"21198",1198,1,"beta",-0.592889587308349
"21199",1199,1,"beta",-0.592889587308349
"21200",1200,1,"beta",-0.592889587308349
"21201",1201,1,"beta",0.656778019896157
"21202",1202,1,"beta",0.656778019896157
"21203",1203,1,"beta",0.656778019896157
"21204",1204,1,"beta",0.656778019896157
"21205",1205,1,"beta",0.656778019896157
"21206",1206,1,"beta",0.656778019896157
"21207",1207,1,"beta",0.656778019896157
"21208",1208,1,"beta",0.656778019896157
"21209",1209,1,"beta",-0.668829230859711
"21210",1210,1,"beta",-0.668829230859711
"21211",1211,1,"beta",-0.668829230859711
"21212",1212,1,"beta",-0.668829230859711
"21213",1213,1,"beta",-0.668829230859711
"21214",1214,1,"beta",-0.668829230859711
"21215",1215,1,"beta",0.487959178064376
"21216",1216,1,"beta",0.487959178064376
"21217",1217,1,"beta",-0.91455907604233
"21218",1218,1,"beta",-0.91455907604233
"21219",1219,1,"beta",-0.91455907604233
"21220",1220,1,"beta",-0.91455907604233
"21221",1221,1,"beta",0.446233377420657
"21222",1222,1,"beta",0.446233377420657
"21223",1223,1,"beta",0.446233377420657
"21224",1224,1,"beta",0.446233377420657
"21225",1225,1,"beta",-0.724062503785568
"21226",1226,1,"beta",-0.724062503785568
"21227",1227,1,"beta",-0.724062503785568
"21228",1228,1,"beta",-0.724062503785568
"21229",1229,1,"beta",-0.724062503785568
"21230",1230,1,"beta",-0.724062503785568
"21231",1231,1,"beta",-0.155944393434873
"21232",1232,1,"beta",-0.155944393434873
"21233",1233,1,"beta",-0.155944393434873
"21234",1234,1,"beta",-0.155944393434873
"21235",1235,1,"beta",-0.155944393434873
"21236",1236,1,"beta",-0.155944393434873
"21237",1237,1,"beta",-0.155944393434873
"21238",1238,1,"beta",0.246645065518501
"21239",1239,1,"beta",0.246645065518501
"21240",1240,1,"beta",0.246645065518501
"21241",1241,1,"beta",0.246645065518501
"21242",1242,1,"beta",0.246645065518501
"21243",1243,1,"beta",0.246645065518501
"21244",1244,1,"beta",0.246645065518501
"21245",1245,1,"beta",0.246645065518501
"21246",1246,1,"beta",-0.76466836160247
"21247",1247,1,"beta",-0.76466836160247
"21248",1248,1,"beta",0.130901120272588
"21249",1249,1,"beta",0.854913255156591
"21250",1250,1,"beta",0.854913255156591
"21251",1251,1,"beta",-0.619470884480515
"21252",1252,1,"beta",-0.619470884480515
"21253",1253,1,"beta",0.814807973501651
"21254",1254,1,"beta",0.814807973501651
"21255",1255,1,"beta",0.803713104215246
"21256",1256,1,"beta",0.803713104215246
"21257",1257,1,"beta",0.803713104215246
"21258",1258,1,"beta",0.803713104215246
"21259",1259,1,"beta",0.803713104215246
"21260",1260,1,"beta",0.803713104215246
"21261",1261,1,"beta",0.803713104215246
"21262",1262,1,"beta",0.803713104215246
"21263",1263,1,"beta",0.803713104215246
"21264",1264,1,"beta",0.803713104215246
"21265",1265,1,"beta",-0.975124207224955
"21266",1266,1,"beta",-0.975124207224955
"21267",1267,1,"beta",0.52306998741185
"21268",1268,1,"beta",0.52306998741185
"21269",1269,1,"beta",0.52306998741185
"21270",1270,1,"beta",0.52306998741185
"21271",1271,1,"beta",0.52306998741185
"21272",1272,1,"beta",0.52306998741185
"21273",1273,1,"beta",0.52306998741185
"21274",1274,1,"beta",0.52306998741185
"21275",1275,1,"beta",0.52306998741185
"21276",1276,1,"beta",0.52306998741185
"21277",1277,1,"beta",0.52306998741185
"21278",1278,1,"beta",0.52306998741185
"21279",1279,1,"beta",0.52306998741185
"21280",1280,1,"beta",0.52306998741185
"21281",1281,1,"beta",0.52306998741185
"21282",1282,1,"beta",0.52306998741185
"21283",1283,1,"beta",0.272244038723213
"21284",1284,1,"beta",0.272244038723213
"21285",1285,1,"beta",0.272244038723213
"21286",1286,1,"beta",0.29454577442226
"21287",1287,1,"beta",-0.406132991288255
"21288",1288,1,"beta",-0.406132991288255
"21289",1289,1,"beta",-0.406132991288255
"21290",1290,1,"beta",-0.406132991288255
"21291",1291,1,"beta",-0.406132991288255
"21292",1292,1,"beta",-0.406132991288255
"21293",1293,1,"beta",-0.406132991288255
"21294",1294,1,"beta",-0.406132991288255
"21295",1295,1,"beta",-0.406132991288255
"21296",1296,1,"beta",-0.406132991288255
"21297",1297,1,"beta",-0.406132991288255
"21298",1298,1,"beta",-0.406132991288255
"21299",1299,1,"beta",-0.406132991288255
"21300",1300,1,"beta",-0.294891767563162
"21301",1301,1,"beta",-0.294891767563162
"21302",1302,1,"beta",0.674562827305879
"21303",1303,1,"beta",0.674562827305879
"21304",1304,1,"beta",0.674562827305879
"21305",1305,1,"beta",0.674562827305879
"21306",1306,1,"beta",0.674562827305879
"21307",1307,1,"beta",0.674562827305879
"21308",1308,1,"beta",0.674562827305879
"21309",1309,1,"beta",0.674562827305879
"21310",1310,1,"beta",0.674562827305879
"21311",1311,1,"beta",0.674562827305879
"21312",1312,1,"beta",0.674562827305879
"21313",1313,1,"beta",0.674562827305879
"21314",1314,1,"beta",0.674562827305879
"21315",1315,1,"beta",0.674562827305879
"21316",1316,1,"beta",0.674562827305879
"21317",1317,1,"beta",0.674562827305879
"21318",1318,1,"beta",0.146029490831723
"21319",1319,1,"beta",0.146029490831723
"21320",1320,1,"beta",-0.708557696699839
"21321",1321,1,"beta",-0.708557696699839
"21322",1322,1,"beta",0.827256442103207
"21323",1323,1,"beta",-0.985200487530305
"21324",1324,1,"beta",-0.985200487530305
"21325",1325,1,"beta",-0.985200487530305
"21326",1326,1,"beta",-0.985200487530305
"21327",1327,1,"beta",-0.985200487530305
"21328",1328,1,"beta",-0.985200487530305
"21329",1329,1,"beta",0.394354620121321
"21330",1330,1,"beta",0.394354620121321
"21331",1331,1,"beta",0.394354620121321
"21332",1332,1,"beta",0.394354620121321
"21333",1333,1,"beta",0.394354620121321
"21334",1334,1,"beta",0.394354620121321
"21335",1335,1,"beta",0.288816071292405
"21336",1336,1,"beta",0.288816071292405
"21337",1337,1,"beta",0.288816071292405
"21338",1338,1,"beta",0.288816071292405
"21339",1339,1,"beta",0.288816071292405
"21340",1340,1,"beta",0.288816071292405
"21341",1341,1,"beta",0.288816071292405
"21342",1342,1,"beta",0.288816071292405
"21343",1343,1,"beta",-0.564338723099302
"21344",1344,1,"beta",-0.564338723099302
"21345",1345,1,"beta",-0.564338723099302
"21346",1346,1,"beta",-0.564338723099302
"21347",1347,1,"beta",-0.564338723099302
"21348",1348,1,"beta",-0.564338723099302
"21349",1349,1,"beta",-0.564338723099302
"21350",1350,1,"beta",0.178282605616483
"21351",1351,1,"beta",0.178282605616483
"21352",1352,1,"beta",0.178282605616483
"21353",1353,1,"beta",-0.163142504312695
"21354",1354,1,"beta",-0.163142504312695
"21355",1355,1,"beta",-0.163142504312695
"21356",1356,1,"beta",-0.163142504312695
"21357",1357,1,"beta",-0.163142504312695
"21358",1358,1,"beta",-0.163142504312695
"21359",1359,1,"beta",-0.163142504312695
"21360",1360,1,"beta",-0.163142504312695
"21361",1361,1,"beta",0.485347422271028
"21362",1362,1,"beta",0.485347422271028
"21363",1363,1,"beta",-0.639810906897649
"21364",1364,1,"beta",-0.639810906897649
"21365",1365,1,"beta",-0.639810906897649
"21366",1366,1,"beta",-0.639810906897649
"21367",1367,1,"beta",-0.924071406546098
"21368",1368,1,"beta",-0.924071406546098
"21369",1369,1,"beta",-0.924071406546098
"21370",1370,1,"beta",-0.924071406546098
"21371",1371,1,"beta",-0.924071406546098
"21372",1372,1,"beta",-0.924071406546098
"21373",1373,1,"beta",-0.924071406546098
"21374",1374,1,"beta",-0.924071406546098
"21375",1375,1,"beta",-0.924071406546098
"21376",1376,1,"beta",-0.924071406546098
"21377",1377,1,"beta",0.291794185277332
"21378",1378,1,"beta",0.291794185277332
"21379",1379,1,"beta",0.291794185277332
"21380",1380,1,"beta",0.291794185277332
"21381",1381,1,"beta",0.291794185277332
"21382",1382,1,"beta",-0.862125599731621
"21383",1383,1,"beta",-0.862125599731621
"21384",1384,1,"beta",-0.862125599731621
"21385",1385,1,"beta",-0.862125599731621
"21386",1386,1,"beta",-0.862125599731621
"21387",1387,1,"beta",-0.862125599731621
"21388",1388,1,"beta",-0.862125599731621
"21389",1389,1,"beta",0.282356266588702
"21390",1390,1,"beta",0.282356266588702
"21391",1391,1,"beta",0.282356266588702
"21392",1392,1,"beta",0.282356266588702
"21393",1393,1,"beta",0.282356266588702
"21394",1394,1,"beta",0.282356266588702
"21395",1395,1,"beta",0.282356266588702
"21396",1396,1,"beta",0.282356266588702
"21397",1397,1,"beta",0.282356266588702
"21398",1398,1,"beta",0.103887846376392
"21399",1399,1,"beta",-0.814372817803595
"21400",1400,1,"beta",-0.814372817803595
"21401",1401,1,"beta",-0.814372817803595
"21402",1402,1,"beta",-0.814372817803595
"21403",1403,1,"beta",-0.814372817803595
"21404",1404,1,"beta",-0.814372817803595
"21405",1405,1,"beta",-0.814372817803595
"21406",1406,1,"beta",-0.814372817803595
"21407",1407,1,"beta",-0.814372817803595
"21408",1408,1,"beta",-0.814372817803595
"21409",1409,1,"beta",-0.814372817803595
"21410",1410,1,"beta",-0.814372817803595
"21411",1411,1,"beta",-0.814372817803595
"21412",1412,1,"beta",0.223492279774556
"21413",1413,1,"beta",0.223492279774556
"21414",1414,1,"beta",-0.0548970864831273
"21415",1415,1,"beta",-0.0548970864831273
"21416",1416,1,"beta",-0.0548970864831273
"21417",1417,1,"beta",-0.0548970864831273
"21418",1418,1,"beta",-0.0548970864831273
"21419",1419,1,"beta",-0.871274818101763
"21420",1420,1,"beta",-0.871274818101763
"21421",1421,1,"beta",-0.871274818101763
"21422",1422,1,"beta",-0.871274818101763
"21423",1423,1,"beta",-0.871274818101763
"21424",1424,1,"beta",-0.871274818101763
"21425",1425,1,"beta",-0.871274818101763
"21426",1426,1,"beta",-0.871274818101763
"21427",1427,1,"beta",-0.871274818101763
"21428",1428,1,"beta",-0.871274818101763
"21429",1429,1,"beta",-0.871274818101763
"21430",1430,1,"beta",-0.991024352773745
"21431",1431,1,"beta",-0.175973687699035
"21432",1432,1,"beta",-0.175973687699035
"21433",1433,1,"beta",-0.175973687699035
"21434",1434,1,"beta",-0.175973687699035
"21435",1435,1,"beta",-0.175973687699035
"21436",1436,1,"beta",-0.175973687699035
"21437",1437,1,"beta",-0.175973687699035
"21438",1438,1,"beta",-0.175973687699035
"21439",1439,1,"beta",0.321018558518043
"21440",1440,1,"beta",0.321018558518043
"21441",1441,1,"beta",0.445328779126219
"21442",1442,1,"beta",0.445328779126219
"21443",1443,1,"beta",0.445328779126219
"21444",1444,1,"beta",0.445328779126219
"21445",1445,1,"beta",0.445328779126219
"21446",1446,1,"beta",0.445328779126219
"21447",1447,1,"beta",0.267614318066635
"21448",1448,1,"beta",0.267614318066635
"21449",1449,1,"beta",0.267614318066635
"21450",1450,1,"beta",0.267614318066635
"21451",1451,1,"beta",0.267614318066635
"21452",1452,1,"beta",0.267614318066635
"21453",1453,1,"beta",0.267614318066635
"21454",1454,1,"beta",0.267614318066635
"21455",1455,1,"beta",0.392409853050127
"21456",1456,1,"beta",0.392409853050127
"21457",1457,1,"beta",0.392409853050127
"21458",1458,1,"beta",0.392409853050127
"21459",1459,1,"beta",0.392409853050127
"21460",1460,1,"beta",0.348223401814906
"21461",1461,1,"beta",0.348223401814906
"21462",1462,1,"beta",0.348223401814906
"21463",1463,1,"beta",0.348223401814906
"21464",1464,1,"beta",0.348223401814906
"21465",1465,1,"beta",0.348223401814906
"21466",1466,1,"beta",0.348223401814906
"21467",1467,1,"beta",0.270182059288677
"21468",1468,1,"beta",0.270182059288677
"21469",1469,1,"beta",-0.65718144168806
"21470",1470,1,"beta",-0.65718144168806
"21471",1471,1,"beta",-0.65718144168806
"21472",1472,1,"beta",-0.65718144168806
"21473",1473,1,"beta",-0.205211533660044
"21474",1474,1,"beta",-0.253708221242547
"21475",1475,1,"beta",-0.353825889496557
"21476",1476,1,"beta",-0.353825889496557
"21477",1477,1,"beta",-0.353825889496557
"21478",1478,1,"beta",-0.353825889496557
"21479",1479,1,"beta",-0.353825889496557
"21480",1480,1,"beta",-0.353825889496557
"21481",1481,1,"beta",-0.353825889496557
"21482",1482,1,"beta",-0.353825889496557
"21483",1483,1,"beta",-0.353825889496557
"21484",1484,1,"beta",0.870930052678846
"21485",1485,1,"beta",0.870930052678846
"21486",1486,1,"beta",0.870930052678846
"21487",1487,1,"beta",0.870930052678846
"21488",1488,1,"beta",0.870930052678846
"21489",1489,1,"beta",-0.822462407457588
"21490",1490,1,"beta",0.246841050881629
"21491",1491,1,"beta",0.246841050881629
"21492",1492,1,"beta",0.246841050881629
"21493",1493,1,"beta",0.246841050881629
"21494",1494,1,"beta",-0.037796985301938
"21495",1495,1,"beta",-0.037796985301938
"21496",1496,1,"beta",-0.037796985301938
"21497",1497,1,"beta",0.859562935229612
"21498",1498,1,"beta",-0.296313180518281
"21499",1499,1,"beta",0.575186534632019
"21500",1500,1,"beta",0.575186534632019
"21501",1501,1,"beta",0.575186534632019
"21502",1502,1,"beta",0.575186534632019
"21503",1503,1,"beta",0.355450336622517
"21504",1504,1,"beta",0.355450336622517
"21505",1505,1,"beta",0.355450336622517
"21506",1506,1,"beta",0.355450336622517
"21507",1507,1,"beta",0.355450336622517
"21508",1508,1,"beta",0.355450336622517
"21509",1509,1,"beta",0.355450336622517
"21510",1510,1,"beta",0.355450336622517
"21511",1511,1,"beta",0.355450336622517
"21512",1512,1,"beta",-0.659801845252086
"21513",1513,1,"beta",-0.659801845252086
"21514",1514,1,"beta",-0.659801845252086
"21515",1515,1,"beta",-0.659801845252086
"21516",1516,1,"beta",-0.659801845252086
"21517",1517,1,"beta",0.765384913744089
"21518",1518,1,"beta",0.765384913744089
"21519",1519,1,"beta",-0.630825969541112
"21520",1520,1,"beta",-0.630825969541112
"21521",1521,1,"beta",-0.630825969541112
"21522",1522,1,"beta",-0.630825969541112
"21523",1523,1,"beta",-0.630825969541112
"21524",1524,1,"beta",-0.630825969541112
"21525",1525,1,"beta",-0.415201303663355
"21526",1526,1,"beta",-0.542317791778756
"21527",1527,1,"beta",-0.542317791778756
"21528",1528,1,"beta",-0.542317791778756
"21529",1529,1,"beta",-0.542317791778756
"21530",1530,1,"beta",-0.848626746867315
"21531",1531,1,"beta",-0.848626746867315
"21532",1532,1,"beta",-0.297708758482606
"21533",1533,1,"beta",-0.297708758482606
"21534",1534,1,"beta",-0.180181117474266
"21535",1535,1,"beta",-0.180181117474266
"21536",1536,1,"beta",-0.180181117474266
"21537",1537,1,"beta",-0.180181117474266
"21538",1538,1,"beta",-0.180181117474266
"21539",1539,1,"beta",-0.180181117474266
"21540",1540,1,"beta",-0.180181117474266
"21541",1541,1,"beta",-0.180181117474266
"21542",1542,1,"beta",-0.180181117474266
"21543",1543,1,"beta",0.326490543395115
"21544",1544,1,"beta",-0.0693685042807481
"21545",1545,1,"beta",-0.0693685042807481
"21546",1546,1,"beta",-0.0693685042807481
"21547",1547,1,"beta",-0.0693685042807481
"21548",1548,1,"beta",-0.0693685042807481
"21549",1549,1,"beta",0.534039828007687
"21550",1550,1,"beta",0.534039828007687
"21551",1551,1,"beta",-0.396316920567959
"21552",1552,1,"beta",-0.396316920567959
"21553",1553,1,"beta",-0.396316920567959
"21554",1554,1,"beta",-0.396316920567959
"21555",1555,1,"beta",0.850636525208419
"21556",1556,1,"beta",0.525932819154513
"21557",1557,1,"beta",0.525932819154513
"21558",1558,1,"beta",0.525932819154513
"21559",1559,1,"beta",0.71065201992544
"21560",1560,1,"beta",0.942123034286146
"21561",1561,1,"beta",0.942123034286146
"21562",1562,1,"beta",0.742388260686081
"21563",1563,1,"beta",0.633784402027941
"21564",1564,1,"beta",0.633784402027941
"21565",1565,1,"beta",0.18335950616641
"21566",1566,1,"beta",0.18335950616641
"21567",1567,1,"beta",-0.000432145462902156
"21568",1568,1,"beta",-0.000432145462902156
"21569",1569,1,"beta",0.513036285469462
"21570",1570,1,"beta",0.513036285469462
"21571",1571,1,"beta",0.513036285469462
"21572",1572,1,"beta",0.513036285469462
"21573",1573,1,"beta",0.513036285469462
"21574",1574,1,"beta",0.513036285469462
"21575",1575,1,"beta",0.513036285469462
"21576",1576,1,"beta",0.00393383290105476
"21577",1577,1,"beta",0.00393383290105476
"21578",1578,1,"beta",0.00393383290105476
"21579",1579,1,"beta",0.00393383290105476
"21580",1580,1,"beta",0.00393383290105476
"21581",1581,1,"beta",0.00393383290105476
"21582",1582,1,"beta",0.00393383290105476
"21583",1583,1,"beta",0.700189079278661
"21584",1584,1,"beta",0.700189079278661
"21585",1585,1,"beta",0.700189079278661
"21586",1586,1,"beta",0.700189079278661
"21587",1587,1,"beta",0.700189079278661
"21588",1588,1,"beta",0.700189079278661
"21589",1589,1,"beta",0.700189079278661
"21590",1590,1,"beta",0.700189079278661
"21591",1591,1,"beta",0.700189079278661
"21592",1592,1,"beta",-0.927410437705094
"21593",1593,1,"beta",-0.927410437705094
"21594",1594,1,"beta",-0.927410437705094
"21595",1595,1,"beta",0.95715412857742
"21596",1596,1,"beta",0.95715412857742
"21597",1597,1,"beta",0.95715412857742
"21598",1598,1,"beta",0.95715412857742
"21599",1599,1,"beta",-0.356479313359164
"21600",1600,1,"beta",-0.356479313359164
"21601",1601,1,"beta",-0.356479313359164
"21602",1602,1,"beta",0.94779357188245
"21603",1603,1,"beta",0.94779357188245
"21604",1604,1,"beta",-0.668020710920333
"21605",1605,1,"beta",0.15068981293625
"21606",1606,1,"beta",0.15068981293625
"21607",1607,1,"beta",-0.117933885306882
"21608",1608,1,"beta",-0.117933885306882
"21609",1609,1,"beta",-0.117933885306882
"21610",1610,1,"beta",-0.117933885306882
"21611",1611,1,"beta",-0.0591401571100323
"21612",1612,1,"beta",-0.0591401571100323
"21613",1613,1,"beta",-0.0591401571100323
"21614",1614,1,"beta",-0.143515153767332
"21615",1615,1,"beta",0.153502341335225
"21616",1616,1,"beta",0.153502341335225
"21617",1617,1,"beta",0.153502341335225
"21618",1618,1,"beta",0.153502341335225
"21619",1619,1,"beta",0.153502341335225
"21620",1620,1,"beta",-0.388573062676781
"21621",1621,1,"beta",-0.388573062676781
"21622",1622,1,"beta",-0.388573062676781
"21623",1623,1,"beta",-0.388573062676781
"21624",1624,1,"beta",-0.388573062676781
"21625",1625,1,"beta",-0.388573062676781
"21626",1626,1,"beta",-0.388573062676781
"21627",1627,1,"beta",-0.388573062676781
"21628",1628,1,"beta",-0.388573062676781
"21629",1629,1,"beta",-0.388573062676781
"21630",1630,1,"beta",-0.388573062676781
"21631",1631,1,"beta",0.112393419167217
"21632",1632,1,"beta",0.223189780635961
"21633",1633,1,"beta",0.223189780635961
"21634",1634,1,"beta",0.888235135269419
"21635",1635,1,"beta",0.888235135269419
"21636",1636,1,"beta",-0.434711799401135
"21637",1637,1,"beta",-0.434711799401135
"21638",1638,1,"beta",-0.434711799401135
"21639",1639,1,"beta",-0.434711799401135
"21640",1640,1,"beta",-0.434711799401135
"21641",1641,1,"beta",-0.434711799401135
"21642",1642,1,"beta",0.957402153095701
"21643",1643,1,"beta",0.957402153095701
"21644",1644,1,"beta",0.957402153095701
"21645",1645,1,"beta",-0.219002914897717
"21646",1646,1,"beta",-0.219002914897717
"21647",1647,1,"beta",-0.219002914897717
"21648",1648,1,"beta",-0.219002914897717
"21649",1649,1,"beta",-0.219002914897717
"21650",1650,1,"beta",-0.219002914897717
"21651",1651,1,"beta",-0.219002914897717
"21652",1652,1,"beta",-0.219002914897717
"21653",1653,1,"beta",0.77167688234234
"21654",1654,1,"beta",0.77167688234234
"21655",1655,1,"beta",0.77167688234234
"21656",1656,1,"beta",0.77167688234234
"21657",1657,1,"beta",0.77167688234234
"21658",1658,1,"beta",-0.844742330351532
"21659",1659,1,"beta",-0.844742330351532
"21660",1660,1,"beta",-0.844742330351532
"21661",1661,1,"beta",-0.844742330351532
"21662",1662,1,"beta",-0.844742330351532
"21663",1663,1,"beta",0.29887539477951
"21664",1664,1,"beta",0.29887539477951
"21665",1665,1,"beta",0.29887539477951
"21666",1666,1,"beta",0.143994896949655
"21667",1667,1,"beta",0.143994896949655
"21668",1668,1,"beta",0.143994896949655
"21669",1669,1,"beta",0.143994896949655
"21670",1670,1,"beta",0.143994896949655
"21671",1671,1,"beta",0.143994896949655
"21672",1672,1,"beta",0.143994896949655
"21673",1673,1,"beta",-0.974148222224314
"21674",1674,1,"beta",-0.974148222224314
"21675",1675,1,"beta",-0.783599960605475
"21676",1676,1,"beta",-0.783599960605475
"21677",1677,1,"beta",-0.783599960605475
"21678",1678,1,"beta",-0.783599960605475
"21679",1679,1,"beta",-0.783599960605475
"21680",1680,1,"beta",-0.783599960605475
"21681",1681,1,"beta",0.0167246424579703
"21682",1682,1,"beta",0.0167246424579703
"21683",1683,1,"beta",0.0167246424579703
"21684",1684,1,"beta",0.0167246424579703
"21685",1685,1,"beta",0.207184619899917
"21686",1686,1,"beta",0.207184619899917
"21687",1687,1,"beta",0.733807611419621
"21688",1688,1,"beta",0.268438672357994
"21689",1689,1,"beta",0.268438672357994
"21690",1690,1,"beta",0.268438672357994
"21691",1691,1,"beta",0.268438672357994
"21692",1692,1,"beta",0.268438672357994
"21693",1693,1,"beta",0.268438672357994
"21694",1694,1,"beta",0.268438672357994
"21695",1695,1,"beta",0.268438672357994
"21696",1696,1,"beta",0.268438672357994
"21697",1697,1,"beta",0.268438672357994
"21698",1698,1,"beta",0.268438672357994
"21699",1699,1,"beta",0.634128473241257
"21700",1700,1,"beta",0.634128473241257
"21701",1701,1,"beta",0.634128473241257
"21702",1702,1,"beta",0.634128473241257
"21703",1703,1,"beta",0.634128473241257
"21704",1704,1,"beta",0.634128473241257
"21705",1705,1,"beta",0.634128473241257
"21706",1706,1,"beta",0.634128473241257
"21707",1707,1,"beta",0.634128473241257
"21708",1708,1,"beta",0.634128473241257
"21709",1709,1,"beta",0.634128473241257
"21710",1710,1,"beta",-0.18804341577481
"21711",1711,1,"beta",-0.362451118597841
"21712",1712,1,"beta",-0.362451118597841
"21713",1713,1,"beta",-0.362451118597841
"21714",1714,1,"beta",0.622429356703506
"21715",1715,1,"beta",-0.215072713014488
"21716",1716,1,"beta",0.926297587866925
"21717",1717,1,"beta",0.926297587866925
"21718",1718,1,"beta",0.498561125668907
"21719",1719,1,"beta",0.498561125668907
"21720",1720,1,"beta",0.498561125668907
"21721",1721,1,"beta",0.498561125668907
"21722",1722,1,"beta",0.498561125668907
"21723",1723,1,"beta",0.498561125668907
"21724",1724,1,"beta",0.498561125668907
"21725",1725,1,"beta",0.651394562444766
"21726",1726,1,"beta",0.651394562444766
"21727",1727,1,"beta",0.651394562444766
"21728",1728,1,"beta",0.651394562444766
"21729",1729,1,"beta",0.651394562444766
"21730",1730,1,"beta",0.651394562444766
"21731",1731,1,"beta",0.651394562444766
"21732",1732,1,"beta",0.651394562444766
"21733",1733,1,"beta",0.651394562444766
"21734",1734,1,"beta",0.789902105353591
"21735",1735,1,"beta",0.789902105353591
"21736",1736,1,"beta",-0.579975523758034
"21737",1737,1,"beta",-0.579975523758034
"21738",1738,1,"beta",0.855492383644821
"21739",1739,1,"beta",0.855492383644821
"21740",1740,1,"beta",0.855492383644821
"21741",1741,1,"beta",0.855492383644821
"21742",1742,1,"beta",0.855492383644821
"21743",1743,1,"beta",0.855492383644821
"21744",1744,1,"beta",0.855492383644821
"21745",1745,1,"beta",-0.0592387410260673
"21746",1746,1,"beta",0.00513264138641523
"21747",1747,1,"beta",0.00513264138641523
"21748",1748,1,"beta",-0.955967085260117
"21749",1749,1,"beta",-0.955967085260117
"21750",1750,1,"beta",-0.955967085260117
"21751",1751,1,"beta",-0.955967085260117
"21752",1752,1,"beta",-0.8109626174424
"21753",1753,1,"beta",-0.8109626174424
"21754",1754,1,"beta",0.384717004065546
"21755",1755,1,"beta",-0.797508401800079
"21756",1756,1,"beta",-0.797508401800079
"21757",1757,1,"beta",-0.797508401800079
"21758",1758,1,"beta",-0.797508401800079
"21759",1759,1,"beta",0.928049356199184
"21760",1760,1,"beta",0.928049356199184
"21761",1761,1,"beta",0.928049356199184
"21762",1762,1,"beta",0.928049356199184
"21763",1763,1,"beta",0.928049356199184
"21764",1764,1,"beta",0.407431465497017
"21765",1765,1,"beta",0.407431465497017
"21766",1766,1,"beta",0.407431465497017
"21767",1767,1,"beta",0.407431465497017
"21768",1768,1,"beta",0.407431465497017
"21769",1769,1,"beta",0.407431465497017
