"","Iteration","Chain","Parameter","value"
"7119",7119,1,"alpha",0.052448022699207
"7120",7120,1,"alpha",0.052448022699207
"7121",7121,1,"alpha",0.052448022699207
"7122",7122,1,"alpha",0.052448022699207
"7123",7123,1,"alpha",0.052448022699207
"7124",7124,1,"alpha",0.052448022699207
"7125",7125,1,"alpha",0.052448022699207
"7126",7126,1,"alpha",0.052448022699207
"7127",7127,1,"alpha",0.052448022699207
"7128",7128,1,"alpha",0.052448022699207
"7129",7129,1,"alpha",0.052448022699207
"7130",7130,1,"alpha",0.052448022699207
"7131",7131,1,"alpha",0.052448022699207
"7132",7132,1,"alpha",0.052448022699207
"7133",7133,1,"alpha",0.052448022699207
"7134",7134,1,"alpha",0.052448022699207
"7135",7135,1,"alpha",0.052448022699207
"7136",7136,1,"alpha",0.052448022699207
"7137",7137,1,"alpha",0.052448022699207
"7138",7138,1,"alpha",0.052448022699207
"7139",7139,1,"alpha",0.052448022699207
"7140",7140,1,"alpha",0.052448022699207
"7141",7141,1,"alpha",0.052448022699207
"7142",7142,1,"alpha",0.052448022699207
"7143",7143,1,"alpha",0.052448022699207
"7144",7144,1,"alpha",0.052448022699207
"7145",7145,1,"alpha",0.052448022699207
"7146",7146,1,"alpha",0.052448022699207
"7147",7147,1,"alpha",0.052448022699207
"7148",7148,1,"alpha",0.052448022699207
"7149",7149,1,"alpha",0.052448022699207
"7150",7150,1,"alpha",0.052448022699207
"7151",7151,1,"alpha",0.052448022699207
"7152",7152,1,"alpha",0.052448022699207
"7153",7153,1,"alpha",0.052448022699207
"7154",7154,1,"alpha",0.052448022699207
"7155",7155,1,"alpha",0.052448022699207
"7156",7156,1,"alpha",0.052448022699207
"7157",7157,1,"alpha",0.052448022699207
"7158",7158,1,"alpha",0.052448022699207
"7159",7159,1,"alpha",0.052448022699207
"7160",7160,1,"alpha",0.052448022699207
"7161",7161,1,"alpha",0.052448022699207
"7162",7162,1,"alpha",0.052448022699207
"7163",7163,1,"alpha",0.052448022699207
"7164",7164,1,"alpha",0.052448022699207
"7165",7165,1,"alpha",0.052448022699207
"7166",7166,1,"alpha",0.052448022699207
"7167",7167,1,"alpha",0.052448022699207
"7168",7168,1,"alpha",0.052448022699207
"7169",7169,1,"alpha",0.052448022699207
"7170",7170,1,"alpha",0.052448022699207
"7171",7171,1,"alpha",0.052448022699207
"7172",7172,1,"alpha",0.052448022699207
"7173",7173,1,"alpha",0.052448022699207
"7174",7174,1,"alpha",0.052448022699207
"7175",7175,1,"alpha",0.052448022699207
"7176",7176,1,"alpha",0.052448022699207
"7177",7177,1,"alpha",0.052448022699207
"7178",7178,1,"alpha",0.052448022699207
"7179",7179,1,"alpha",0.052448022699207
"7180",7180,1,"alpha",0.052448022699207
"7181",7181,1,"alpha",0.052448022699207
"7182",7182,1,"alpha",0.052448022699207
"7183",7183,1,"alpha",0.052448022699207
"7184",7184,1,"alpha",0.052448022699207
"7185",7185,1,"alpha",0.052448022699207
"7186",7186,1,"alpha",0.052448022699207
"7187",7187,1,"alpha",0.052448022699207
"7188",7188,1,"alpha",0.052448022699207
"7189",7189,1,"alpha",0.052448022699207
"7190",7190,1,"alpha",0.052448022699207
"7191",7191,1,"alpha",0.052448022699207
"7192",7192,1,"alpha",0.052448022699207
"7193",7193,1,"alpha",0.052448022699207
"7194",7194,1,"alpha",0.052448022699207
"7195",7195,1,"alpha",0.052448022699207
"7196",7196,1,"alpha",0.052448022699207
"7197",7197,1,"alpha",0.052448022699207
"7198",7198,1,"alpha",0.052448022699207
"7199",7199,1,"alpha",0.052448022699207
"7200",7200,1,"alpha",0.052448022699207
"7201",7201,1,"alpha",0.052448022699207
"7202",7202,1,"alpha",0.052448022699207
"7203",7203,1,"alpha",0.052448022699207
"7204",7204,1,"alpha",0.052448022699207
"7205",7205,1,"alpha",0.052448022699207
"7206",7206,1,"alpha",0.052448022699207
"7207",7207,1,"alpha",0.052448022699207
"7208",7208,1,"alpha",0.052448022699207
"7209",7209,1,"alpha",0.052448022699207
"7210",7210,1,"alpha",0.052448022699207
"7211",7211,1,"alpha",0.052448022699207
"7212",7212,1,"alpha",0.052448022699207
"7213",7213,1,"alpha",0.0983564661527372
"7214",7214,1,"alpha",0.0983564661527372
"7215",7215,1,"alpha",0.0983564661527372
"7216",7216,1,"alpha",0.0983564661527372
"7217",7217,1,"alpha",0.0983564661527372
"7218",7218,1,"alpha",0.0983564661527372
"7219",7219,1,"alpha",0.0983564661527372
"7220",7220,1,"alpha",0.0983564661527372
"7221",7221,1,"alpha",0.0983564661527372
"7222",7222,1,"alpha",0.0983564661527372
"7223",7223,1,"alpha",0.0983564661527372
"7224",7224,1,"alpha",0.0983564661527372
"7225",7225,1,"alpha",0.0983564661527372
"7226",7226,1,"alpha",0.0983564661527372
"7227",7227,1,"alpha",0.0983564661527372
"7228",7228,1,"alpha",0.0983564661527372
"7229",7229,1,"alpha",0.0983564661527372
"7230",7230,1,"alpha",0.0983564661527372
"7231",7231,1,"alpha",0.0983564661527372
"7232",7232,1,"alpha",0.0983564661527372
"7233",7233,1,"alpha",0.194325074518349
"7234",7234,1,"alpha",0.194325074518349
"7235",7235,1,"alpha",0.194325074518349
"7236",7236,1,"alpha",0.194325074518349
"7237",7237,1,"alpha",0.194325074518349
"7238",7238,1,"alpha",0.194325074518349
"7239",7239,1,"alpha",0.194325074518349
"7240",7240,1,"alpha",0.194325074518349
"7241",7241,1,"alpha",0.194325074518349
"7242",7242,1,"alpha",0.194325074518349
"7243",7243,1,"alpha",0.194325074518349
"7244",7244,1,"alpha",0.194325074518349
"7245",7245,1,"alpha",0.194325074518349
"7246",7246,1,"alpha",0.194325074518349
"7247",7247,1,"alpha",0.194325074518349
"7248",7248,1,"alpha",0.194325074518349
"7249",7249,1,"alpha",0.194325074518349
"7250",7250,1,"alpha",0.194325074518349
"7251",7251,1,"alpha",0.194325074518349
"7252",7252,1,"alpha",0.194325074518349
"7253",7253,1,"alpha",0.194325074518349
"7254",7254,1,"alpha",0.194325074518349
"7255",7255,1,"alpha",0.194325074518349
"7256",7256,1,"alpha",0.194325074518349
"7257",7257,1,"alpha",0.194325074518349
"7258",7258,1,"alpha",0.194325074518349
"7259",7259,1,"alpha",0.194325074518349
"7260",7260,1,"alpha",0.194325074518349
"7261",7261,1,"alpha",0.194325074518349
"7262",7262,1,"alpha",0.194325074518349
"7263",7263,1,"alpha",0.194325074518349
"7264",7264,1,"alpha",0.194325074518349
"7265",7265,1,"alpha",0.194325074518349
"7266",7266,1,"alpha",0.194325074518349
"7267",7267,1,"alpha",0.194325074518349
"7268",7268,1,"alpha",0.194325074518349
"7269",7269,1,"alpha",0.194325074518349
"7270",7270,1,"alpha",0.194325074518349
"7271",7271,1,"alpha",0.194325074518349
"7272",7272,1,"alpha",0.194325074518349
"7273",7273,1,"alpha",0.194325074518349
"7274",7274,1,"alpha",0.194325074518349
"7275",7275,1,"alpha",0.194325074518349
"7276",7276,1,"alpha",0.194325074518349
"7277",7277,1,"alpha",0.194325074518349
"7278",7278,1,"alpha",0.194325074518349
"7279",7279,1,"alpha",0.194325074518349
"7280",7280,1,"alpha",0.194325074518349
"7281",7281,1,"alpha",0.194325074518349
"7282",7282,1,"alpha",0.194325074518349
"7283",7283,1,"alpha",0.194325074518349
"7284",7284,1,"alpha",0.194325074518349
"7285",7285,1,"alpha",0.194325074518349
"7286",7286,1,"alpha",0.194325074518349
"7287",7287,1,"alpha",0.194325074518349
"7288",7288,1,"alpha",0.194325074518349
"7289",7289,1,"alpha",0.5737736499659
"7290",7290,1,"alpha",0.5737736499659
"7291",7291,1,"alpha",0.5737736499659
"7292",7292,1,"alpha",0.5737736499659
"7293",7293,1,"alpha",0.5737736499659
"7294",7294,1,"alpha",0.5737736499659
"7295",7295,1,"alpha",0.5737736499659
"7296",7296,1,"alpha",0.5737736499659
"7297",7297,1,"alpha",0.5737736499659
"7298",7298,1,"alpha",0.5737736499659
"7299",7299,1,"alpha",0.419707836164374
"7300",7300,1,"alpha",0.419707836164374
"7301",7301,1,"alpha",0.419707836164374
"7302",7302,1,"alpha",0.419707836164374
"7303",7303,1,"alpha",0.419707836164374
"7304",7304,1,"alpha",0.419707836164374
"7305",7305,1,"alpha",0.419707836164374
"7306",7306,1,"alpha",0.419707836164374
"7307",7307,1,"alpha",0.419707836164374
"7308",7308,1,"alpha",0.419707836164374
"7309",7309,1,"alpha",0.419707836164374
"7310",7310,1,"alpha",0.419707836164374
"7311",7311,1,"alpha",0.419707836164374
"7312",7312,1,"alpha",0.629894327217263
"7313",7313,1,"alpha",0.629894327217263
"7314",7314,1,"alpha",0.629894327217263
"7315",7315,1,"alpha",0.629894327217263
"7316",7316,1,"alpha",0.629894327217263
"7317",7317,1,"alpha",0.629894327217263
"7318",7318,1,"alpha",0.629894327217263
"7319",7319,1,"alpha",0.629894327217263
"7320",7320,1,"alpha",0.629894327217263
"7321",7321,1,"alpha",0.629894327217263
"7322",7322,1,"alpha",0.629894327217263
"7323",7323,1,"alpha",0.629894327217263
"7324",7324,1,"alpha",0.629894327217263
"7325",7325,1,"alpha",0.629894327217263
"7326",7326,1,"alpha",0.629894327217263
"7327",7327,1,"alpha",0.629894327217263
"7328",7328,1,"alpha",0.629894327217263
"7329",7329,1,"alpha",0.629894327217263
"7330",7330,1,"alpha",0.629894327217263
"7331",7331,1,"alpha",0.629894327217263
"7332",7332,1,"alpha",0.629894327217263
"7333",7333,1,"alpha",0.629894327217263
"7334",7334,1,"alpha",0.657761342613305
"7335",7335,1,"alpha",0.657761342613305
"7336",7336,1,"alpha",0.657761342613305
"7337",7337,1,"alpha",0.657761342613305
"7338",7338,1,"alpha",0.657761342613305
"7339",7339,1,"alpha",0.657761342613305
"7340",7340,1,"alpha",0.657761342613305
"7341",7341,1,"alpha",0.657761342613305
"7342",7342,1,"alpha",0.526884664788285
"7343",7343,1,"alpha",0.526884664788285
"7344",7344,1,"alpha",0.526884664788285
"7345",7345,1,"alpha",0.526884664788285
"7346",7346,1,"alpha",0.526884664788285
"7347",7347,1,"alpha",0.526884664788285
"7348",7348,1,"alpha",0.66329370413967
"7349",7349,1,"alpha",0.66329370413967
"7350",7350,1,"alpha",0.66329370413967
"7351",7351,1,"alpha",0.66329370413967
"7352",7352,1,"alpha",0.66329370413967
"7353",7353,1,"alpha",0.66329370413967
"7354",7354,1,"alpha",0.66329370413967
"7355",7355,1,"alpha",0.66329370413967
"7356",7356,1,"alpha",0.66329370413967
"7357",7357,1,"alpha",0.66329370413967
"7358",7358,1,"alpha",0.66329370413967
"7359",7359,1,"alpha",0.66329370413967
"7360",7360,1,"alpha",0.66329370413967
"7361",7361,1,"alpha",0.66329370413967
"7362",7362,1,"alpha",0.66329370413967
"7363",7363,1,"alpha",0.66329370413967
"7364",7364,1,"alpha",0.66329370413967
"7365",7365,1,"alpha",0.66329370413967
"7366",7366,1,"alpha",0.66329370413967
"7367",7367,1,"alpha",0.66329370413967
"7368",7368,1,"alpha",0.66329370413967
"7369",7369,1,"alpha",0.66329370413967
"7370",7370,1,"alpha",0.66329370413967
"7371",7371,1,"alpha",0.66329370413967
"7372",7372,1,"alpha",0.66329370413967
"7373",7373,1,"alpha",0.66329370413967
"7374",7374,1,"alpha",0.66329370413967
"7375",7375,1,"alpha",0.66329370413967
"7376",7376,1,"alpha",0.66329370413967
"7377",7377,1,"alpha",0.66329370413967
"7378",7378,1,"alpha",0.66329370413967
"7379",7379,1,"alpha",0.66329370413967
"7380",7380,1,"alpha",0.66329370413967
"7381",7381,1,"alpha",0.66329370413967
"7382",7382,1,"alpha",0.66329370413967
"7383",7383,1,"alpha",0.66329370413967
"7384",7384,1,"alpha",0.66329370413967
"7385",7385,1,"alpha",0.681380817796301
"7386",7386,1,"alpha",0.681380817796301
"7387",7387,1,"alpha",0.681380817796301
"7388",7388,1,"alpha",0.681380817796301
"7389",7389,1,"alpha",0.681380817796301
"7390",7390,1,"alpha",0.681380817796301
"7391",7391,1,"alpha",0.681380817796301
"7392",7392,1,"alpha",0.681380817796301
"7393",7393,1,"alpha",0.681380817796301
"7394",7394,1,"alpha",0.681380817796301
"7395",7395,1,"alpha",0.681380817796301
"7396",7396,1,"alpha",0.681380817796301
"7397",7397,1,"alpha",0.681380817796301
"7398",7398,1,"alpha",0.681380817796301
"7399",7399,1,"alpha",0.681380817796301
"7400",7400,1,"alpha",0.681380817796301
"7401",7401,1,"alpha",0.681380817796301
"7402",7402,1,"alpha",0.681380817796301
"7403",7403,1,"alpha",0.681380817796301
"7404",7404,1,"alpha",0.681380817796301
"7405",7405,1,"alpha",0.681380817796301
"7406",7406,1,"alpha",0.681380817796301
"7407",7407,1,"alpha",0.681380817796301
"7408",7408,1,"alpha",0.681380817796301
"7409",7409,1,"alpha",0.681380817796301
"7410",7410,1,"alpha",0.681380817796301
"7411",7411,1,"alpha",0.681380817796301
"7412",7412,1,"alpha",0.681380817796301
"7413",7413,1,"alpha",0.681380817796301
"7414",7414,1,"alpha",0.681380817796301
"7415",7415,1,"alpha",0.681380817796301
"7416",7416,1,"alpha",0.681380817796301
"7417",7417,1,"alpha",0.681380817796301
"7418",7418,1,"alpha",0.681380817796301
"7419",7419,1,"alpha",0.681380817796301
"7420",7420,1,"alpha",0.681380817796301
"7421",7421,1,"alpha",0.731993753362413
"7422",7422,1,"alpha",0.731993753362413
"7423",7423,1,"alpha",0.731993753362413
"7424",7424,1,"alpha",0.731993753362413
"7425",7425,1,"alpha",0.616101354708265
"7426",7426,1,"alpha",0.616101354708265
"7427",7427,1,"alpha",0.616101354708265
"7428",7428,1,"alpha",0.616101354708265
"7429",7429,1,"alpha",0.616101354708265
"7430",7430,1,"alpha",0.616101354708265
"7431",7431,1,"alpha",0.804855457047149
"7432",7432,1,"alpha",0.804855457047149
"7433",7433,1,"alpha",0.804855457047149
"7434",7434,1,"alpha",0.804855457047149
"7435",7435,1,"alpha",0.804855457047149
"7436",7436,1,"alpha",0.804855457047149
"7437",7437,1,"alpha",0.804855457047149
"7438",7438,1,"alpha",0.93940128320174
"7439",7439,1,"alpha",0.93940128320174
"7440",7440,1,"alpha",0.93940128320174
"7441",7441,1,"alpha",0.93940128320174
"7442",7442,1,"alpha",0.93940128320174
"7443",7443,1,"alpha",0.93940128320174
"7444",7444,1,"alpha",0.93940128320174
"7445",7445,1,"alpha",0.93940128320174
"7446",7446,1,"alpha",0.93940128320174
"7447",7447,1,"alpha",0.93940128320174
"7448",7448,1,"alpha",0.93940128320174
"7449",7449,1,"alpha",0.93940128320174
"7450",7450,1,"alpha",0.93940128320174
"7451",7451,1,"alpha",0.93940128320174
"7452",7452,1,"alpha",0.93940128320174
"7453",7453,1,"alpha",0.93940128320174
"7454",7454,1,"alpha",0.93940128320174
"7455",7455,1,"alpha",0.93940128320174
"7456",7456,1,"alpha",0.93940128320174
"7457",7457,1,"alpha",0.93940128320174
"7458",7458,1,"alpha",0.93940128320174
"7459",7459,1,"alpha",0.93940128320174
"7460",7460,1,"alpha",0.939242794804379
"7461",7461,1,"alpha",0.939242794804379
"7462",7462,1,"alpha",0.939242794804379
"7463",7463,1,"alpha",0.939242794804379
"7464",7464,1,"alpha",0.939242794804379
"7465",7465,1,"alpha",0.549300228554095
"7466",7466,1,"alpha",0.549300228554095
"7467",7467,1,"alpha",0.549300228554095
"7468",7468,1,"alpha",0.549300228554095
"7469",7469,1,"alpha",0.549300228554095
"7470",7470,1,"alpha",0.549300228554095
"7471",7471,1,"alpha",0.549300228554095
"7472",7472,1,"alpha",0.549300228554095
"7473",7473,1,"alpha",0.549300228554095
"7474",7474,1,"alpha",0.549300228554095
"7475",7475,1,"alpha",0.549300228554095
"7476",7476,1,"alpha",0.549300228554095
"7477",7477,1,"alpha",0.549300228554095
"7478",7478,1,"alpha",0.549300228554095
"7479",7479,1,"alpha",0.549300228554095
"7480",7480,1,"alpha",0.549300228554095
"7481",7481,1,"alpha",0.549300228554095
"7482",7482,1,"alpha",0.549300228554095
"7483",7483,1,"alpha",0.549300228554095
"7484",7484,1,"alpha",0.89136562269437
"7485",7485,1,"alpha",0.89136562269437
"7486",7486,1,"alpha",0.89136562269437
"7487",7487,1,"alpha",0.89136562269437
"7488",7488,1,"alpha",0.89136562269437
"7489",7489,1,"alpha",0.89136562269437
"7490",7490,1,"alpha",0.89136562269437
"7491",7491,1,"alpha",0.89136562269437
"7492",7492,1,"alpha",0.89136562269437
"7493",7493,1,"alpha",0.435110405099438
"7494",7494,1,"alpha",0.435110405099438
"7495",7495,1,"alpha",0.435110405099438
"7496",7496,1,"alpha",0.435110405099438
"7497",7497,1,"alpha",0.435110405099438
"7498",7498,1,"alpha",0.435110405099438
"7499",7499,1,"alpha",0.435110405099438
"7500",7500,1,"alpha",0.435110405099438
"7501",7501,1,"alpha",0.435110405099438
"7502",7502,1,"alpha",0.435110405099438
"7503",7503,1,"alpha",0.435110405099438
"7504",7504,1,"alpha",0.435110405099438
"7505",7505,1,"alpha",0.435110405099438
"7506",7506,1,"alpha",0.435110405099438
"7507",7507,1,"alpha",0.435110405099438
"7508",7508,1,"alpha",0.435110405099438
"7509",7509,1,"alpha",0.435110405099438
"7510",7510,1,"alpha",0.435110405099438
"7511",7511,1,"alpha",0.435110405099438
"7512",7512,1,"alpha",0.435110405099438
"7513",7513,1,"alpha",0.435110405099438
"7514",7514,1,"alpha",0.435110405099438
"7515",7515,1,"alpha",0.435110405099438
"7516",7516,1,"alpha",0.435110405099438
"7517",7517,1,"alpha",0.435110405099438
"7518",7518,1,"alpha",0.435110405099438
"7519",7519,1,"alpha",0.713318608040892
"7520",7520,1,"alpha",0.713318608040892
"7521",7521,1,"alpha",0.713318608040892
"7522",7522,1,"alpha",0.713318608040892
"7523",7523,1,"alpha",0.713318608040892
"7524",7524,1,"alpha",0.713318608040892
"7525",7525,1,"alpha",0.713318608040892
"7526",7526,1,"alpha",0.713318608040892
"7527",7527,1,"alpha",0.713318608040892
"7528",7528,1,"alpha",0.713318608040892
"7529",7529,1,"alpha",0.713318608040892
"7530",7530,1,"alpha",0.713318608040892
"7531",7531,1,"alpha",0.713318608040892
"7532",7532,1,"alpha",0.713318608040892
"7533",7533,1,"alpha",0.713318608040892
"7534",7534,1,"alpha",0.713318608040892
"7535",7535,1,"alpha",0.713318608040892
"7536",7536,1,"alpha",0.713318608040892
"7537",7537,1,"alpha",0.713318608040892
"7538",7538,1,"alpha",0.713318608040892
"7539",7539,1,"alpha",0.713318608040892
"7540",7540,1,"alpha",0.713318608040892
"7541",7541,1,"alpha",0.713318608040892
"7542",7542,1,"alpha",0.713318608040892
"7543",7543,1,"alpha",0.713318608040892
"7544",7544,1,"alpha",0.713318608040892
"7545",7545,1,"alpha",0.713318608040892
"7546",7546,1,"alpha",0.713318608040892
"7547",7547,1,"alpha",0.713318608040892
"7548",7548,1,"alpha",0.713318608040892
"7549",7549,1,"alpha",0.713318608040892
"7550",7550,1,"alpha",0.713318608040892
"7551",7551,1,"alpha",0.713318608040892
"7552",7552,1,"alpha",0.713318608040892
"7553",7553,1,"alpha",0.713318608040892
"7554",7554,1,"alpha",0.713318608040892
"7555",7555,1,"alpha",0.713318608040892
"7556",7556,1,"alpha",0.713318608040892
"7557",7557,1,"alpha",0.713318608040892
"7558",7558,1,"alpha",0.713318608040892
"7559",7559,1,"alpha",0.713318608040892
"7560",7560,1,"alpha",0.713318608040892
"7561",7561,1,"alpha",0.713318608040892
"7562",7562,1,"alpha",0.713318608040892
"7563",7563,1,"alpha",0.713318608040892
"7564",7564,1,"alpha",0.713318608040892
"7565",7565,1,"alpha",0.713318608040892
"7566",7566,1,"alpha",0.713318608040892
"7567",7567,1,"alpha",0.713318608040892
"7568",7568,1,"alpha",0.713318608040892
"7569",7569,1,"alpha",0.713318608040892
"7570",7570,1,"alpha",0.60256915804344
"7571",7571,1,"alpha",0.60256915804344
"7572",7572,1,"alpha",0.60256915804344
"7573",7573,1,"alpha",0.60256915804344
"7574",7574,1,"alpha",0.60256915804344
"7575",7575,1,"alpha",0.60256915804344
"7576",7576,1,"alpha",0.60256915804344
"7577",7577,1,"alpha",0.60256915804344
"7578",7578,1,"alpha",0.536496705831687
"7579",7579,1,"alpha",0.536496705831687
"7580",7580,1,"alpha",0.536496705831687
"7581",7581,1,"alpha",0.536496705831687
"7582",7582,1,"alpha",0.536496705831687
"7583",7583,1,"alpha",0.536496705831687
"7584",7584,1,"alpha",0.536496705831687
"7585",7585,1,"alpha",0.536496705831687
"7586",7586,1,"alpha",0.536496705831687
"7587",7587,1,"alpha",0.536496705831687
"7588",7588,1,"alpha",0.536496705831687
"7589",7589,1,"alpha",0.536496705831687
"7590",7590,1,"alpha",0.536496705831687
"7591",7591,1,"alpha",0.536496705831687
"7592",7592,1,"alpha",0.536496705831687
"7593",7593,1,"alpha",0.536496705831687
"7594",7594,1,"alpha",0.536496705831687
"7595",7595,1,"alpha",0.536496705831687
"7596",7596,1,"alpha",0.536496705831687
"7597",7597,1,"alpha",0.536496705831687
"7598",7598,1,"alpha",0.536496705831687
"7599",7599,1,"alpha",0.536496705831687
"7600",7600,1,"alpha",0.536496705831687
"7601",7601,1,"alpha",0.536496705831687
"7602",7602,1,"alpha",0.536496705831687
"7603",7603,1,"alpha",0.536496705831687
"7604",7604,1,"alpha",0.657107440405372
"7605",7605,1,"alpha",0.657107440405372
"7606",7606,1,"alpha",0.657107440405372
"7607",7607,1,"alpha",0.657107440405372
"7608",7608,1,"alpha",0.657107440405372
"7609",7609,1,"alpha",0.880745245931437
"7610",7610,1,"alpha",0.880745245931437
"7611",7611,1,"alpha",0.880745245931437
"7612",7612,1,"alpha",0.880745245931437
"7613",7613,1,"alpha",0.880745245931437
"7614",7614,1,"alpha",0.880745245931437
"7615",7615,1,"alpha",0.880745245931437
"7616",7616,1,"alpha",0.880745245931437
"7617",7617,1,"alpha",0.880745245931437
"7618",7618,1,"alpha",0.306232640922731
"7619",7619,1,"alpha",0.306232640922731
"7620",7620,1,"alpha",0.306232640922731
"7621",7621,1,"alpha",0.591926380485231
"7622",7622,1,"alpha",0.591926380485231
"7623",7623,1,"alpha",0.591926380485231
"7624",7624,1,"alpha",0.591926380485231
"7625",7625,1,"alpha",0.591926380485231
"7626",7626,1,"alpha",0.591926380485231
"7627",7627,1,"alpha",0.76560749415856
"7628",7628,1,"alpha",0.76560749415856
"7629",7629,1,"alpha",0.76560749415856
"7630",7630,1,"alpha",0.76560749415856
"7631",7631,1,"alpha",0.76560749415856
"7632",7632,1,"alpha",0.76560749415856
"7633",7633,1,"alpha",0.76560749415856
"7634",7634,1,"alpha",0.76560749415856
"7635",7635,1,"alpha",0.76560749415856
"7636",7636,1,"alpha",0.76560749415856
"7637",7637,1,"alpha",0.76560749415856
"7638",7638,1,"alpha",0.76560749415856
"7639",7639,1,"alpha",0.76560749415856
"7640",7640,1,"alpha",0.28012993264062
"7641",7641,1,"alpha",0.28012993264062
"7642",7642,1,"alpha",0.28012993264062
"7643",7643,1,"alpha",0.28012993264062
"7644",7644,1,"alpha",0.28012993264062
"7645",7645,1,"alpha",0.28012993264062
"7646",7646,1,"alpha",0.28012993264062
"7647",7647,1,"alpha",0.28012993264062
"7648",7648,1,"alpha",0.28012993264062
"7649",7649,1,"alpha",0.28012993264062
"7650",7650,1,"alpha",0.28012993264062
"7651",7651,1,"alpha",0.28012993264062
"7652",7652,1,"alpha",0.568439532547495
"7653",7653,1,"alpha",0.568439532547495
"7654",7654,1,"alpha",0.568439532547495
"7655",7655,1,"alpha",0.568439532547495
"7656",7656,1,"alpha",0.568439532547495
"7657",7657,1,"alpha",0.568439532547495
"7658",7658,1,"alpha",0.568439532547495
"7659",7659,1,"alpha",0.568439532547495
"7660",7660,1,"alpha",0.568439532547495
"7661",7661,1,"alpha",0.568439532547495
"7662",7662,1,"alpha",0.568439532547495
"7663",7663,1,"alpha",0.568439532547495
"7664",7664,1,"alpha",0.568439532547495
"7665",7665,1,"alpha",0.568439532547495
"7666",7666,1,"alpha",0.568439532547495
"7667",7667,1,"alpha",0.568439532547495
"7668",7668,1,"alpha",0.568439532547495
"7669",7669,1,"alpha",0.568439532547495
"7670",7670,1,"alpha",0.568439532547495
"7671",7671,1,"alpha",0.568439532547495
"7672",7672,1,"alpha",0.568439532547495
"7673",7673,1,"alpha",0.568439532547495
"7674",7674,1,"alpha",0.568439532547495
"7675",7675,1,"alpha",0.568439532547495
"7676",7676,1,"alpha",0.568439532547495
"7677",7677,1,"alpha",0.568439532547495
"7678",7678,1,"alpha",0.568439532547495
"7679",7679,1,"alpha",0.568439532547495
"7680",7680,1,"alpha",0.568439532547495
"7681",7681,1,"alpha",0.568439532547495
"7682",7682,1,"alpha",0.568439532547495
"7683",7683,1,"alpha",0.568439532547495
"7684",7684,1,"alpha",0.568439532547495
"7685",7685,1,"alpha",0.568439532547495
"7686",7686,1,"alpha",0.568439532547495
"7687",7687,1,"alpha",0.568439532547495
"7688",7688,1,"alpha",0.568439532547495
"7689",7689,1,"alpha",0.568439532547495
"7690",7690,1,"alpha",0.568439532547495
"7691",7691,1,"alpha",0.568439532547495
"7692",7692,1,"alpha",0.568439532547495
"7693",7693,1,"alpha",0.568439532547495
"7694",7694,1,"alpha",0.568439532547495
"7695",7695,1,"alpha",0.568439532547495
"7696",7696,1,"alpha",0.568439532547495
"7697",7697,1,"alpha",0.568439532547495
"7698",7698,1,"alpha",0.568439532547495
"7699",7699,1,"alpha",0.568439532547495
"7700",7700,1,"alpha",0.568439532547495
"7701",7701,1,"alpha",0.568439532547495
"7702",7702,1,"alpha",0.568439532547495
"7703",7703,1,"alpha",0.568439532547495
"7704",7704,1,"alpha",0.568439532547495
"7705",7705,1,"alpha",0.568439532547495
"7706",7706,1,"alpha",0.568439532547495
"7707",7707,1,"alpha",0.568439532547495
"7708",7708,1,"alpha",0.568439532547495
"7709",7709,1,"alpha",0.568439532547495
"7710",7710,1,"alpha",0.568439532547495
"7711",7711,1,"alpha",0.568439532547495
"7712",7712,1,"alpha",0.568439532547495
"7713",7713,1,"alpha",0.568439532547495
"7714",7714,1,"alpha",0.568439532547495
"7715",7715,1,"alpha",0.568439532547495
"7716",7716,1,"alpha",0.568439532547495
"7717",7717,1,"alpha",0.568439532547495
"7718",7718,1,"alpha",0.568439532547495
"7719",7719,1,"alpha",0.568439532547495
"7720",7720,1,"alpha",0.568439532547495
"7721",7721,1,"alpha",0.568439532547495
"7722",7722,1,"alpha",0.568439532547495
"7723",7723,1,"alpha",0.400850278401563
"7724",7724,1,"alpha",0.400850278401563
"7725",7725,1,"alpha",0.400850278401563
"7726",7726,1,"alpha",0.400850278401563
"7727",7727,1,"alpha",0.400850278401563
"7728",7728,1,"alpha",0.400850278401563
"7729",7729,1,"alpha",0.106816506491872
"7730",7730,1,"alpha",0.106816506491872
"7731",7731,1,"alpha",0.106816506491872
"7732",7732,1,"alpha",0.106816506491872
"7733",7733,1,"alpha",0.106816506491872
"7734",7734,1,"alpha",0.106816506491872
"7735",7735,1,"alpha",0.539183260949642
"7736",7736,1,"alpha",0.539183260949642
"7737",7737,1,"alpha",0.539183260949642
"7738",7738,1,"alpha",0.539183260949642
"7739",7739,1,"alpha",0.539183260949642
"7740",7740,1,"alpha",0.539183260949642
"7741",7741,1,"alpha",0.539183260949642
"7742",7742,1,"alpha",0.539183260949642
"7743",7743,1,"alpha",0.539183260949642
"7744",7744,1,"alpha",0.539183260949642
"7745",7745,1,"alpha",0.539183260949642
"7746",7746,1,"alpha",0.587398150394758
"7747",7747,1,"alpha",0.587398150394758
"7748",7748,1,"alpha",0.587398150394758
"7749",7749,1,"alpha",0.587398150394758
"7750",7750,1,"alpha",0.587398150394758
"7751",7751,1,"alpha",0.587398150394758
"7752",7752,1,"alpha",0.587398150394758
